,UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
110,B124,BGEM-0150-S,1176.0,26.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,87.7450661182325,47.5961890989292,63.186610020493,99.7750000019106,137.249999995546
111,B125,BGEM-0151-N,1289.0,39.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,90.5759824393699,53.7411237258372,65.8210610220461,123.225000001911,168.749999995546
112,B128,BGEM-0154-S,1126.0,26.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,98.4318987605073,60.2360583527453,86.2555120235991,138.475000001911,186.999999995546
113,B130,BGEM-0156-S,1267.0,17.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,97.3009824393699,60.3661237258372,82.896061022046,129.850000001911,176.499999995546
114,B131,BGEM-0157-N,1337.0,37.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,96.4818987605073,57.8860583527453,78.1305120235991,123.475000001911,171.749999995546
115,B132,BGEM-0158-S,1103.0,3.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,97.7068987605073,58.9860583527453,77.9555120235991,133.275000001911,183.999999995546
116,B134,BGEM-0159-S,1156.0,6.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,112.30098243937,67.3911237258372,90.721061022046,140.750000001911,200.499999995546
117,B136,BGEM-0162-S,1181.0,31.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,100.045066118232,58.8211890989292,74.886610020493,119.750000001911,168.499999995546
118,B137,BGEM-0164-S,1190.0,40.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,102.37598243937,59.4661237258372,68.321061022046,127.825000001911,177.749999995546
119,B138,BGEM-0165-S,1025.0,25.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,96.2450661182325,59.5461890989292,88.611610020493,147.050000001911,197.499999995546
120,B139,BGEM-0166-S,1007.0,7.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,104.75098243937,65.3411237258372,100.621061022046,158.900000001911,208.249999995546
121,B140,BGEM-0167-S,1145.0,45.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,98.7294035747564,57.8943779519877,63.3711099177028,127.217529515779,173.472707879177
122,B142,BGEM-0170-S,1247.0,47.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,99.2950661182325,58.7961890989292,63.261610020493,118.575000001911,164.499999995546
123,B143,BGEM-0172-S,1052.0,2.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,115.170066118232,71.1461890989291,90.136610020493,170.950000001911,220.999999995546
124,B144,BGEM-0173-S,1332.0,32.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,90.5568987605073,56.9860583527453,78.7805120235991,124.800000001911,177.249999995546
125,B145,BGEM-0174-N,1240.0,40.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,89.5950661182325,52.2711890989292,59.261610020493,106.250000001911,145.499999995546
126,B146,BGEM-0175-S,1113.0,13.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,97.5568987605073,54.5360583527453,79.7555120235991,137.000000001911,182.249999995546
127,B147,BGEM-0178-S,1017.0,17.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,112.22598243937,70.9411237258372,84.971061022046,154.200000001911,208.499999995546
128,B148,BGEM-0179-S,1042.0,42.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,105.556898760507,67.1860583527453,84.7555120235991,144.275000001911,196.749999995546
129,B149,BGEM-0182-N,1225.0,25.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,109.479403574756,67.1443779519877,76.7211099177028,136.417529515779,188.472707879177
130,B150,BGEM-0184-N,1084.0,34.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,85.8068987605073,49.3860583527453,66.5055120235991,120.350000001911,154.249999995546
131,B151,BGEM-0186-S,1348.0,48.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,91.2009824393699,59.3661237258372,62.021061022046,121.125000001911,161.499999995546
132,B152,BGEM-0187-S,1246.0,46.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,93.7700661182324,52.1961890989292,62.086610020493,106.150000001911,146.999999995546
133,B153,BGEM-0188-S,1066.0,16.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,106.67598243937,67.2661237258372,78.996061022046,134.375000001911,191.249999995546
134,B154,BGEM-0190-N,1282.0,32.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,95.6259824393699,55.8161237258372,58.996061022046,113.950000001911,154.249999995546
135,B155,BGEM-0191-N,1278.0,28.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,77.6950661182325,57.2711890989292,69.511610020493,105.875000001911,157.249999995546
136,B160,BGEM-0197-S,1100.0,50.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,94.3318987605073,53.9860583527453,78.8805120235991,125.325000001911,174.749999995546
137,B161,BGEM-0198-S,1167.0,17.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,100.90098243937,71.1661237258372,84.446061022046,146.975000001911,204.499999995546
138,B162,BGEM-0199-S,1210.0,10.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,102.795066118232,62.6711890989292,87.886610020493,147.875000001911,203.499999995546
139,B163,BGEM-0200-S,1291.0,41.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,96.7259824393699,66.2411237258372,83.196061022046,133.975000001911,183.749999995546
140,B165,BGEM-0202-N,1177.0,27.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,89.3259824393699,53.2161237258372,81.221061022046,119.675000001911,162.749999995546
141,B169,BGEM-0206-N,1173.0,23.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,84.2294035747564,51.7943779519877,71.7211099177028,122.017529515779,172.472707879177
142,B170,BGEM-0207-N,1178.0,28.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,85.9200661182325,56.8211890989292,79.886610020493,113.850000001911,162.499999995546
143,B171,BGEM-0208-N,1157.0,7.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,134.629403574756,91.4443779519877,123.321109917703,176.867529515779,261.972707879177
144,B173,BGEM-0210-N,1014.0,14.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,100.245066118232,60.5211890989292,86.711610020493,117.500000001911,171.999999995546
145,B175,BGEM-0212-N,1312.0,12.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,92.1818987605073,57.2610583527453,83.0055120235991,138.950000001911,185.999999995546
146,B176,BGEM-0213-S,1060.0,10.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,86.3759824393699,48.3911237258372,97.821061022046,99.6250000019106,193.499999995546
147,B177,BGEM-0214-S,1043.0,43.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,95.7318987605073,55.4360583527453,69.0305120235991,110.150000001911,154.749999995546
148,B180,BGEM-0217-S,1223.0,23.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,111.117570932482,62.0545086981715,84.5022079145967,138.067529515779,183.972707879177
149,B181,BGEM-0218-S,1327.0,27.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,91.0318987605073,58.4360583527453,74.7555120235991,122.050000001911,171.249999995546
150,B182,BGEM-0219-S,1136.0,36.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,100.170066118232,60.3961890989292,75.561610020493,131.850000001911,174.499999995546
151,B183,BGEM-0220-S,1197.0,47.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,96.6200661182325,63.0711890989292,69.761610020493,126.200000001911,179.999999995546
152,B185,BGEM-0222-S,1047.0,47.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,84.3950661182324,54.4711890989292,69.761610020493,123.050000001911,167.999999995546
153,B186,BGEM-0223-N,1117.0,17.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
154,B187,BGEM-0224-N,1295.0,45.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,87.9318987605073,59.6360583527453,72.3805120235991,98.2500000019106,147.999999995546
155,B188,BGEM-0225-N,1249.0,49.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,94.9759824393699,58.3661237258372,71.446061022046,113.000000001911,164.249999995546
156,B189,BGEM-0226-S,1250.0,50.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,106.00098243937,66.6911237258372,72.421061022046,116.750000001911,182.249999995546
157,B190,BGEM-0227-N,1146.0,46.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,92.7950661182325,55.3211890989292,71.761610020493,117.150000001911,163.999999995546
158,B191,BGEM-0228-N,1196.0,46.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,99.7950661182325,59.4211890989292,80.061610020493,130.825000001911,176.999999995546
159,B194,BGEM-0231-N,1013.0,13.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,103.795066118232,55.4461890989292,70.786610020493,76.4250000019106,152.749999995546
160,B195,BGEM-0233-S,1115.0,15.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,105.181898760507,62.2610583527453,84.3305120235991,150.800000001911,204.999999995546
161,B197,BGEM-0236-S,1165.0,15.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,94.0568987605073,60.4360583527453,86.3805120235991,130.100000001911,185.999999995546
162,B198,BGEM-0237-N,1009.0,9.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,91.6725613039833,59.6878694996868,127.021012126389,161.432470488042,210.527292111915
163,B201,BGEM-0242-N,1188.0,38.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,89.9700661182325,53.7461890989292,65.586610020493,104.675000001911,152.249999995546
164,B202,BGEM-0243-S,1215.0,15.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,94.1950661182325,58.0711890989292,73.036610020493,130.350000001911,177.249999995546
165,B204,BGEM-0246-N,1200.0,50.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,86.7950661182325,53.6961890989292,58.011610020493,107.250000001911,145.999999995546
166,B205,BGEM-0247-N,1329.0,29.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,97.1068987605073,53.9610583527453,67.2555120235991,104.875000001911,147.249999995546
167,B206,BGEM-0248-N,1319.0,19.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,101.72598243937,68.6661237258372,82.821061022046,135.325000001911,205.249999995546
168,B207,BGEM-0250-S,1058.0,8.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,109.42598243937,66.3161237258372,93.321061022046,156.125000001911,212.749999995546
169,B209,BGEM-0252-S,1070.0,20.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,107.031898760507,63.5610583527453,81.8805120235991,143.775000001911,194.749999995546
170,B210,BGEM-0253-N,1138.0,38.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,89.909050619199,50.9819708357084,69.934743988204,109.250000001911,146.999999995546
171,B211,BGEM-0254-S,1316.0,16.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,100.82598243937,64.5661237258372,75.196061022046,132.350000001911,183.249999995546
172,B212,BGEM-0255-S,1079.0,29.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,103.92598243937,65.1911237258372,75.571061022046,132.700000001911,191.999999995546
173,B214,BGEM-0257-S,1121.0,21.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,88.0068987605073,50.1360583527453,66.6305120235991,109.300000001911,155.499999995546
174,B215,BGEM-0258-S,1268.0,18.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,88.2200661182325,60.9961890989292,72.011610020493,129.250000001911,171.749999995546
175,B225,BGEM-0270-S,1296.0,46.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,97.1068987605073,65.4110583527453,83.2555120235991,130.450000001911,183.749999995546
176,B226,BGEM-0272-S,1257.0,7.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,90.8009824393699,54.7911237258372,73.796061022046,139.250000001911,187.249999995546
177,B231,BGEM-0280-S,1175.0,25.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,99.1175709324816,60.6545086981715,85.5022079145967,108.767529515779,192.972707879177
178,B236,BGEM-0285-N,1344.0,44.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,82.4818987605073,70.1860583527453,78.8805120235991,135.650000001911,186.249999995546
179,B238,BGEM-0287-N,1330.0,30.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,85.2068987605073,54.7360583527453,73.3805120235991,110.500000001911,154.499999995546
180,B239,BGEM-0288-S,1242.0,42.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,108.520066118232,68.4211890989291,98.261610020493,155.675000001911,214.249999995546
181,B243,BGEM-0292-S,1003.0,3.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,90.3950661182324,51.0211890989292,77.786610020493,126.725000001911,170.249999995546
182,B246,BGEM-0295-S,1201.0,1.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,95.8259824393699,57.3661237258372,79.596061022046,138.600000001911,191.249999995546
183,B247,BGEM-0296-S,1287.0,37.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,92.2818987605073,55.7110583527453,66.6805120235991,110.475000001911,149.249999995546
184,B248,BGEM-0297-N,1335.0,35.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,112.131898760507,75.5110583527453,80.6305120235991,107.500000001911,187.749999995546
185,B251,BGEM-0300-S,1205.0,5.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,96.5200661182324,58.0711890989292,84.511610020493,144.750000001911,190.999999995546
186,B252,BGEM-0301-S,1304.0,4.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,100.181898760507,63.7360583527453,101.139914129495,158.432470488042,175.499999995546
187,B254,BGEM-0302-S,1208.0,8.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,97.5700661182325,54.5711890989292,60.261610020493,124.750000001911,171.749999995546
188,B257,BGEM-0305-S,1238.0,38.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,97.2950661182325,53.7711890989292,59.761610020493,115.175000001911,169.499999995546
189,B259,BGEM-0307-S,1069.0,19.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,100.631898760507,63.9610583527453,71.3555120235991,132.350000001911,187.249999995546
190,B261,BGEM-0309-S,1105.0,5.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,103.42598243937,64.6911237258372,68.496061022046,140.250000001911,182.249999995546
191,B262,BGEM-0310-S,1144.0,44.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,107.120066118232,67.8461890989291,73.286610020493,132.600000001911,179.499999995546
192,B265,BGEM-0313-S,1251.0,1.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,100.07598243937,60.6411237258372,85.446061022046,136.125000001911,190.999999995546
193,B267,BGEM-0315-S,1270.0,20.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,91.8568987605073,56.1110583527453,65.5055120235991,126.050000001911,169.499999995546
194,B268,BGEM-0316-S,1346.0,46.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,99.2009824393699,61.9161237258372,69.196061022046,121.250000001911,175.249999995546
195,B273,BGEM-0321-S,1027.0,27.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,93.1450661182324,53.6961890989292,59.111610020493,109.800000001911,151.749999995546
196,B274,BGEM-0322-S,1338.0,38.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,102.181898760507,61.0110583527453,72.1305120235991,136.050000001911,185.999999995546
197,B276,BGEM-0324-N,1112.0,12.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,100.431898760507,59.5110583527453,80.4305120235991,134.125000001911,181.999999995546
198,B277,BGEM-0325-N,1022.0,22.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,102.720066118232,63.0461890989292,82.436610020493,139.225000001911,186.249999995546
199,B280,BGEM-0328-S,1074.0,24.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,108.10098243937,66.8911237258372,110.821061022046,160.650000001911,222.999999995546
200,B283,BGEM-0101-S,1292.0,42.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,83.1259824393699,45.3911237258372,65.9460610220461,111.275000001911,151.749999995546
201,B287,BGEM-0171-S,1166.0,16.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,101.67598243937,61.5661237258372,75.496061022046,130.125000001911,187.999999995546
202,B288,BGEM-0147-S,1274.0,24.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,108.120066118232,65.5711890989292,77.836610020493,135.400000001911,182.499999995546
203,B292,BGEM-0106-N,1018.0,18.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,110.270066118232,68.6461890989291,92.086610020493,144.425000001911,199.499999995546
204,B297,BGEM-0238-N,1120.0,20.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,103.07598243937,62.1661237258372,95.4710610220461,146.550000001911,202.999999995546
205,B298,BGEM-0053-S,1258.0,8.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,94.2759824393699,56.5411237258372,92.971061022046,139.050000001911,186.249999995546
206,B299,BGEM-0245-S,1002.0,2.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,91.6950661182325,54.4711890989292,63.061610020493,115.675000001911,159.999999995546
207,B300,BGEM-0084-S,1290.0,40.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,101.60098243937,62.0411237258372,69.446061022046,122.800000001911,169.499999995546
208,B302,BGEM-0058-N,1169.0,19.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,104.879403574756,64.0943779519877,93.6211099177028,142.817529515779,198.472707879177
209,B303,BGEM-0109-N,1044.0,44.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,72.1450661182324,45.9211890989292,57.011610020493,108.750000001911,142.499999995546
210,B304,BGEM-0029-S,1281.0,31.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,,,,,
211,B305,BGEM-0105-N,1317.0,17.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,103.795066118232,61.5461890989292,82.611610020493,145.550000001911,195.249999995546
212,B306,BGEM-0168-S,1124.0,24.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,105.656898760507,62.2860583527453,94.2555120235991,139.275000001911,195.999999995546
213,B307,BGEM-0183-N,1059.0,9.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,92.4950661182325,56.3211890989292,71.386610020493,135.000000001911,177.999999995546
214,B308,BGEM-0163-S,1328.0,28.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,91.3009824393699,59.5161237258372,74.196061022046,107.875000001911,147.249999995546
215,B309,BGEM-0076-S,1303.0,3.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,103.084393946258,59.4777387535029,90.1399141294954,82.4324704880424,190.027292111915
216,B310,BGEM-0180-S,1127.0,27.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,100.90098243937,63.0661237258372,65.246061022046,122.425000001911,167.499999995546
217,B311,BGEM-0181-N,1193.0,43.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,91.3700661182325,61.5211890989292,100.261610020493,120.000000001911,167.499999995546
218,B312,BGEM-0121-N,1152.0,2.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,103.57598243937,67.0161237258372,91.696061022046,142.900000001911,204.249999995546
219,B313,BGEM-0251-S,1311.0,11.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,98.7318987605073,58.4110583527453,85.3805120235991,146.175000001911,195.249999995546
220,B314,BGEM-0189-S,1265.0,15.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,102.92598243937,66.3661237258372,88.9460610220461,146.750000001911,200.249999995546
