"PLOT.ID","rows","ranges","Block","Rep","Group","Trt","year","genotype","note","Calibration","ASD","leaf_length","leaf_width","ear_height","flag_leaf","plant_height"
"1224","24","5","1","1","Inbred","HN","2022","BGEM-0127-N","BGEM_Tall_early","0","1",66.25,7.8,80,173,205
"1225","25","5","1","1","Inbred","HN","2022","BGEM-0182-N","BGEM_Tall_early","0","1",66.7,7.4,87,193.5,229
"1226","26","5","1","1","Inbred","HN","2022","BGEM-0281-N","BGEM_Short_late","0","1",62.25,8.4,114,204.5,239.5
"1227","27","5","1","1","Inbred","HN","2022","BGEM-0073-S","BGEM_Short_late","0","1",64.85,9.4,90,156.5,199
"1228","28","5","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","1",77.55,8.4,95.5,173,209.5
"1229","29","5","1","1","Inbred","HN","2022","BGEM-0048-S","BGEM_Short_late","0","1",75.55,10,75.5,168.5,205.5
"1230","30","5","1","1","Inbred","HN","2022","BGEM-0230-N","BGEM_Short_late","0","1",71.35,6.45,76,160,201
"1231","31","5","1","1","Inbred","HN","2022","BGEM-0071-S","BGEM_Short_late","0","1",66,8.55,86.5,156,195.5
"1232","32","5","1","1","Inbred","HN","2022","BGEM-0306-S","BGEM_Short_late","0","1",58.15,9.85,90,185.5,223.5
"1233","33","5","1","1","Inbred","HN","2022","BGEM-0035-S","BGEM_Short_late","1","1.5",76,8.1,75,175,216
"1234","34","5","1","1","Inbred","HN","2022","BGEM-0269-S","BGEM_Short_late","1","1.5",NA,NA,NA,NA,NA
"1235","35","5","1","1","Inbred","HN","2022","BGEM-0036-S","BGEM_Short_late","0","2",71.25,9.1,80,171,197.5
"1236","36","5","1","1","Inbred","HN","2022","Mo17","BGEM_Short_late","0","1",66.05,8.45,85,160,209
"1237","37","5","1","1","Inbred","HN","2022","BGEM-0102-N","BGEM_Short_late","0","2",78.9,7.4,67.5,169.5,210
"1238","38","5","1","1","Inbred","HN","2022","BGEM-0305-S","BGEM_Short_late","0","2",73,7.2,66.5,158,196
"1239","39","5","1","1","Inbred","HN","2022","BGEM-0089-N","BGEM_Short_late","0","2",78.8,7.65,55,150,182
"1240","40","5","1","1","Inbred","HN","2022","BGEM-0174-N","BGEM_Short_late","0","2",67,8.4,65,149,180
"1241","41","5","1","1","Inbred","HN","2022","BGEM-0067-S","BGEM_Short_late","0","2",73.9,8.8,72.5,166.5,205
"1242","42","5","1","1","Inbred","HN","2022","BGEM-0288-S","BGEM_Short_late","0","2",83.25,10.15,110,204,255
"1243","43","5","1","1","Inbred","HN","2022","BGEM-0161-S","BGEM_Short_late","0","2",83.55,8.95,102,189.5,237.5
"1244","44","5","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","2",80.5,9.1,99,177.5,222.5
"1245","45","5","1","1","Inbred","HN","2022","BGEM-0088-N","BGEM_Short_late","0","2",83.8,9.3,82.5,165,195.5
"1246","46","5","1","1","Inbred","HN","2022","BGEM-0187-S","BGEM_Short_late","0","2",74.95,7.65,67.5,148.5,180
"1247","47","5","1","1","Inbred","HN","2022","BGEM-0170-S","BGEM_Short_late","0","2",76.3,9.85,70,166.5,204
"1248","48","5","1","1","Inbred","HN","2022","BGEM-0107-N","BGEM_Short_late","0","2",72,8.5,70,170,206
"1249","49","5","1","1","Inbred","HN","2022","BGEM-0225-N","BGEM_Short_late","0","2",74.55,8.75,82,156.5,204
"1250","50","5","1","1","Inbred","HN","2022","BGEM-0226-S","BGEM_Short_late","0","2",83.95,9.2,81,165,239.5
"1251","1","6","1","1","Inbred","HN","2022","BGEM-0313-S","BGEM_Tall_early","0","2",85.1,9.45,84.5,179,213.5
"1252","2","6","1","1","Inbred","HN","2022","BGEM-0025-S","BGEM_Tall_early","0","1",83.25,9.55,88.5,192,237
"1253","3","6","1","1","Inbred","HN","2022","Mo17","BGEM_Tall_early","0","1",68.7,9,78,154,208.5
"1254","4","6","1","1","Inbred","HN","2022","BGEM-0261-S","BGEM_Tall_early","0","1",71.5,9.65,70,153,183.5
"1255","5","6","1","1","Inbred","HN","2022","BGEM-0278-S","BGEM_Tall_early","0","1",78,9,75,173,217
"1256","6","6","1","1","Inbred","HN","2022","BGEM-0062-N","BGEM_Tall_early","0","1",75.85,7.3,79.5,164,210
"1257","7","6","1","1","Inbred","HN","2022","BGEM-0272-S","BGEM_Tall_early","0","1",71.2,9.25,80.5,171,209.5
"1258","8","6","1","1","Inbred","HN","2022","BGEM-0053-S","BGEM_Tall_early","0","1",69.6,7.9,104.5,180.5,209
"1259","9","6","1","1","Inbred","HN","2022","BGEM-0091-N","BGEM_Tall_early","0","1",70,7.45,75,150,189
"1260","10","6","1","1","Inbred","HN","2022","BGEM-0205-N","BGEM_Tall_early","0","1",63.25,7.45,77.5,160,200
"1261","11","6","1","1","Inbred","HN","2022","B73","BGEM_Tall_early","0","1",80.5,8.8,90,167,206.5
"1262","12","6","1","1","Inbred","HN","2022","BGEM-0078-S","BGEM_Tall_early","0","1",NA,NA,NA,NA,NA
"1263","13","6","1","1","Inbred","HN","2022","BGEM-0263-S","BGEM_Tall_early","0","1",69.5,9.05,113,189.5,226.5
"1264","14","6","1","1","Inbred","HN","2022","BGEM-0041-S","BGEM_Tall_early","0","1",77.5,9.15,76.5,179.5,220.5
"1265","15","6","1","1","Inbred","HN","2022","BGEM-0189-S","BGEM_Tall_early","0","1",70.25,8.5,101.5,198.5,231
"1266","16","6","1","1","Inbred","HN","2022","BGEM-0143-N","BGEM_Tall_early","0","2",79.5,8.45,85.5,188.5,227.5
"1267","17","6","1","1","Inbred","HN","2022","BGEM-0156-S","BGEM_Tall_early","0","2",76.15,10,80,170,210.5
"1268","18","6","1","1","Inbred","HN","2022","BGEM-0258-S","BGEM_Tall_early","0","2",62.5,10.8,80,169.5,211.5
"1269","19","6","1","1","Inbred","HN","2022","Mo17","BGEM_Tall_early","0","2",67.95,9.1,70,151.5,198.5
"1270","20","6","1","1","Inbred","HN","2022","BGEM-0315-S","BGEM_Tall_early","0","1",65.25,8.6,58,173.5,210.5
"1271","21","6","1","1","Inbred","HN","2022","BGEM-0201-N","BGEM_Tall_early","0","1",80.15,9.9,88.5,139,220
"1272","22","6","1","1","Inbred","HN","2022","BGEM-0063-N","BGEM_Tall_early","0","1",83.05,6.35,103,222.5,262.5
"1273","23","6","1","1","Inbred","HN","2022","BGEM-0110-N","BGEM_Tall_early","0","1",73.5,7.35,75,177.5,223.5
"1274","24","6","1","1","Inbred","HN","2022","BGEM-0147-S","BGEM_Tall_early","0","2",83.15,9.45,78.5,191.5,230
"1275","25","6","1","1","Inbred","HN","2022","BGEM-0311-N","BGEM_Tall_early","0","2",72.65,8,85.5,177.5,225
"1276","26","6","1","1","Inbred","HN","2022","BGEM-0169-S","BGEM_Short_late","0","2",71.25,9.8,57.5,164,195
"1277","27","6","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","2",76.65,8.95,84.5,158.5,205
"1278","28","6","1","1","Inbred","HN","2022","BGEM-0191-N","BGEM_Short_late","0","2",55,7,82.5,148.5,197.5
"1279","29","6","1","1","Inbred","HN","2022","BGEM-0074-S","BGEM_Short_late","0","1",69.25,8.4,76.5,139,177
"1280","30","6","1","1","Inbred","HN","2022","BGEM-0323-S","BGEM_Short_late","0","1",80.5,8.5,72.5,199,247
"1281","31","6","1","1","Inbred","HN","2022","BGEM-0029-S","BGEM_Short_late","0","2",69.5,9.5,54,138,176
"1282","32","6","1","1","Inbred","HN","2022","BGEM-0190-N","BGEM_Short_late","0","2",73.15,7.8,60,161.5,200.5
"1283","33","6","1","1","Inbred","HN","2022","BGEM-0022-S","BGEM_Short_late","0","2",71.85,8.3,86.5,162.5,202.5
"1284","34","6","1","1","Inbred","HN","2022","BGEM-0028-S","BGEM_Short_late","0","2",74.5,8.85,88,167.5,206.5
"1285","35","6","1","1","Inbred","HN","2022","Mo17","BGEM_Short_late","0","1",65,8.4,83.5,158.5,205.5
"1286","36","6","1","1","Inbred","HN","2022","BGEM-0291-N","BGEM_Short_late","0","2",79.65,7.95,92.5,190,216.5
"1287","37","6","1","1","Inbred","HN","2022","BGEM-0296-S","BGEM_Short_late","0","1",71.35,8.95,75.5,156,184
"1288","38","6","1","1","Inbred","HN","2022","BGEM-0289-N","BGEM_Short_late","0","1",68.5,6.75,65,173.5,229.5
"1289","39","6","1","1","Inbred","HN","2022","BGEM-0151-N","BGEM_Short_late","0","1",70,7.7,77,164.5,200.5
"1290","40","6","1","1","Inbred","HN","2022","BGEM-0084-S","BGEM_Short_late","0","1",76.75,9,78,172.5,215
"1291","41","6","1","1","Inbred","HN","2022","BGEM-0200-S","BGEM_Short_late","0","1",62.25,9.15,105,188,227.5
"1292","42","6","1","1","Inbred","HN","2022","BGEM-0101-S","BGEM_Short_late","0","1",65.75,7.1,78.5,144,175.5
"1293","43","6","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","1",77.75,8.85,92.5,171,213.5
"1294","44","6","1","1","Inbred","HN","2022","BGEM-0303-N","BGEM_Short_late","0","1",66.05,6.55,79.5,182,224
"1295","45","6","1","1","Inbred","HN","2022","BGEM-0224-N","BGEM_Short_late","0","1",71.1,8.25,90,146.5,206.5
"1296","46","6","1","1","Inbred","HN","2022","BGEM-0270-S","BGEM_Short_late","0","1",88.25,8.45,89.5,166,236.5
"1297","47","6","1","1","Inbred","HN","2022","BGEM-0279-S","BGEM_Short_late","0","2",73.25,9.15,78,185,226.5
"1298","48","6","1","1","Inbred","HN","2022","BGEM-0004-N","BGEM_Short_late","0","2",56.25,8.1,95,185,215.5
"1299","49","6","1","1","Inbred","HN","2022","BGEM-0260-N","BGEM_Short_late","0","1",77.25,8.75,67.5,181,230
"1300","50","6","1","1","Inbred","HN","2022","BGEM-0256-N","BGEM_Short_late","0","2",69.35,7.3,81.5,176.5,218.5
"1301","1","7","1","1","Inbred","HN","2022","BGEM-0031-S","BGEM_Tall_early","0","1",67.5,7.3,79,153,187
"1302","2","7","1","1","Inbred","HN","2022","Mo17","BGEM_Tall_early","0","1",61.75,8,73,139.5,176
"1303","3","7","1","1","Inbred","HN","2022","BGEM-0076-S","BGEM_Tall_early","0","1",NA,NA,NA,NA,NA
"1304","4","7","1","1","Inbred","HN","2022","BGEM-0301-S","BGEM_Tall_early","0","1",74.5,9,102,178,231
"1305","5","7","1","1","Inbred","HN","2022","BGEM-0209-N","BGEM_Tall_early","0","1",68.75,5.85,90,168.5,214
"1306","6","7","1","1","Inbred","HN","2022","BGEM-0018-S","BGEM_Tall_early","0","1",75.7,8.5,75,185,216
"1307","7","7","1","1","Inbred","HN","2022","BGEM-0215-N","BGEM_Tall_early","0","1",77.75,8.8,89.5,192,237.5
"1308","8","7","1","1","Inbred","HN","2022","BGEM-0081-S","BGEM_Tall_early","0","1",77.25,7.45,90,171,240
"1309","9","7","1","1","Inbred","HN","2022","BGEM-0317-S","BGEM_Tall_early","0","1",75.7,9.05,81,170,211
"1310","10","7","1","1","Inbred","HN","2022","B73","BGEM_Tall_early","0","1",80.5,9.4,102,179.5,213
"1311","11","7","1","1","Inbred","HN","2022","BGEM-0251-S","BGEM_Tall_early","0","1",77.6,8.05,82.5,176.5,220
"1312","12","7","1","1","Inbred","HN","2022","BGEM-0212-N","BGEM_Tall_early","0","1",61,5.75,80,180.5,217
"1313","13","7","1","1","Inbred","HN","2022","BGEM-0001-N","BGEM_Tall_early","0","2",61,7.15,77,201,189
"1314","14","7","1","1","Inbred","HN","2022","BGEM-0002-N","BGEM_Tall_early","0","1",66,6.45,78,169,205.5
"1315","15","7","1","1","Inbred","HN","2022","BGEM-0126-N","BGEM_Tall_early","0","1",71.4,7.5,91.5,181,226
"1316","16","7","1","1","Inbred","HN","2022","BGEM-0254-S","BGEM_Tall_early","0","1",74.25,8.25,80,180,221.5
"1317","17","7","1","1","Inbred","HN","2022","BGEM-0105-N","BGEM_Tall_early","0","2",71.45,6.95,88.5,189,227.5
"1318","18","7","1","1","Inbred","HN","2022","Mo17","BGEM_Tall_early","0","1",68.55,8.95,94,169.5,216.5
"1319","19","7","1","1","Inbred","HN","2022","BGEM-0248-N","BGEM_Tall_early","0","1",67.5,8.15,91.5,170,247.5
"1320","20","7","1","1","Inbred","HN","2022","BGEM-0044-S","BGEM_Tall_early","0","1",79.25,10.25,93.5,202,246.5
"1321","21","7","1","1","Inbred","HN","2022","BGEM-0005-N","BGEM_Tall_early","0","1",74.45,9.6,80.5,185,226.5
"1322","22","7","1","1","Inbred","HN","2022","BGEM-0006-S","BGEM_Tall_early","0","1",74.35,8.6,89.5,169.5,236.5
"1323","23","7","1","1","Inbred","HN","2022","BGEM-0133-S","BGEM_Tall_early","0","1",67.55,8.9,83.5,175,222.5
"1324","24","7","1","1","Inbred","HN","2022","BGEM-0098-S","BGEM_Tall_early","0","1",59.7,6.8,67.5,162.5,202.5
"1325","25","7","1","1","Inbred","HN","2022","B73","BGEM_Tall_early","0","1",76.85,9.15,92,174.5,220
"1326","26","7","1","1","Inbred","HN","2022","Mo17","BGEM_Short_late","0","1",64.85,7.55,67,151,198.5
"1327","27","7","1","1","Inbred","HN","2022","BGEM-0218-S","BGEM_Short_late","0","1",66.5,8.25,84.5,172.5,210.5
"1328","28","7","1","1","Inbred","HN","2022","BGEM-0163-S","BGEM_Short_late","0","1",64.4,8.25,87,170,207.5
"1329","29","7","1","1","Inbred","HN","2022","BGEM-0247-N","BGEM_Short_late","0","1",74.9,6.3,81,165.5,197
"1330","30","7","1","1","Inbred","HN","2022","BGEM-0287-N","BGEM_Short_late","0","1",64.7,6.55,81.5,160,197.5
"1331","31","7","1","1","Inbred","HN","2022","BGEM-0059-S","BGEM_Short_late","0","1",70.15,7.4,82.5,174.5,214.5
"1332","32","7","1","1","Inbred","HN","2022","BGEM-0173-S","BGEM_Short_late","0","1",70.75,8.2,97,166,213
"1333","33","7","1","1","Inbred","HN","2022","BGEM-0108-S","BGEM_Short_late","0","1",79.75,8.5,79,171,210.5
"1334","34","7","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","1",81.75,8.55,99,190,227.5
"1335","35","7","1","1","Inbred","HN","2022","BGEM-0297-N","BGEM_Short_late","0","1",75.35,9.4,124,185,276
"1336","36","7","1","1","Inbred","HN","2022","BGEM-0185-N","BGEM_Short_late","0","1",79.45,8,85.5,166.5,235.5
"1337","37","7","1","1","Inbred","HN","2022","BGEM-0157-N","BGEM_Short_late","0","1",70.25,7.3,91.5,183,221
"1338","38","7","1","1","Inbred","HN","2022","BGEM-0322-S","BGEM_Short_late","0","1",76.6,8.85,83.5,183,225
"1339","39","7","1","1","Inbred","HN","2022","BGEM-0100-S","BGEM_Short_late","0","1",NA,NA,60,152,200
"1340","40","7","1","1","Inbred","HN","2022","BGEM-0090-N","BGEM_Short_late","0","1",80.35,8,90,160,236
"1341","41","7","1","1","Inbred","HN","2022","BGEM-0034-S","BGEM_Short_late","0","1",72.5,9.75,74,168,204
"1342","42","7","1","1","Inbred","HN","2022","Mo17","BGEM_Short_late","0","1",63.5,8.6,88.5,165.5,211.5
"1343","43","7","1","1","Inbred","HN","2022","BGEM-0097-S","BGEM_Short_late","0","1",70.5,9.15,64.5,159.5,191
"1344","44","7","1","1","Inbred","HN","2022","BGEM-0285-N","BGEM_Short_late","0","1",75.25,7,83.5,151,246
"1345","45","7","1","1","Inbred","HN","2022","BGEM-0216-N","BGEM_Short_late","0","1",60,5.55,95.5,169,200
"1346","46","7","1","1","Inbred","HN","2022","BGEM-0316-S","BGEM_Short_late","0","1",77.25,9.35,82.5,175,226
"1347","47","7","1","1","Inbred","HN","2022","BGEM-0153-S","BGEM_Short_late","0","1",69.95,9.75,87.5,183.5,219
"1348","48","7","1","1","Inbred","HN","2022","BGEM-0186-S","BGEM_Short_late","0","1",69.9,8.6,60,165.5,211.5
"1349","49","7","1","1","Inbred","HN","2022","BGEM-0042-S","BGEM_Short_late","0","1",79.2,7.1,65.5,152.5,192.5
"1350","50","7","1","1","Inbred","HN","2022","B73","BGEM_Short_late","0","1",77.5,8.85,92,173,217.5
"2098","48","2","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2162","12","4","2","1","Inbred","LN","2022","B73","BGEM_Short_early","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2114","14","3","2","1","Inbred","LN","2022","B73","BGEM_Short_early","0","2",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2131","31","3","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","2",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2343","43","7","2","1","Inbred","LN","2022","B73","BGEM_Tall_early","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2301","1","7","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2252","2","6","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2203","3","5","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2082","32","2","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2237","37","5","2","1","Inbred","LN","2022","B73","BGEM_Tall_early","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2327","27","7","2","1","Inbred","LN","2022","B73","BGEM_Tall_early","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2180","30","4","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","2",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2033","33","1","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2188","38","4","2","1","Inbred","LN","2022","B73","BGEM_Tall_early","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2016","16","1","2","1","Inbred","LN","2022","B73","BGEM_Short_early","0","2",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2065","15","2","2","1","Inbred","LN","2022","B73","BGEM_Short_early","0","2",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2317","17","7","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2286","36","6","2","1","Inbred","LN","2022","B73","BGEM_Tall_early",NA,NA,74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2268","18","6","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2049","49","1","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2219","19","5","2","1","Inbred","LN","2022","B73","BGEM_Short_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2147","47","3","2","1","Inbred","LN","2022","B73","BGEM_Tall_late","0","1",74.0820779729841,8.04663046928688,79.2199265618045,159.179713187737,194.358870127152
"2338","38","7","2","1","Inbred","LN","2022","BGEM-0001-N","BGEM_Tall_early","0","2",57.5750000000293,7.25000000000278,64.7499999999659,161.750000000392,210.250000000387
"2339","39","7","2","1","Inbred","LN","2022","BGEM-0002-N","BGEM_Tall_early",NA,NA,57.9250000000293,6.47500000000278,62.2499999999659,156.500000000392,191.500000000387
"2136","36","3","2","1","Inbred","LN","2022","BGEM-0003-N","BGEM_Tall_late","0","1",81.2000000000293,6.35000000000278,82.4999999999659,175.000000000392,215.500000000387
"2273","23","6","2","1","Inbred","LN","2022","BGEM-0004-N","BGEM_Short_late","0","2",52.0250000000293,7.25000000000278,72.9999999999659,137.250000000392,162.000000000387
"2346","46","7","2","1","Inbred","LN","2022","BGEM-0005-N","BGEM_Tall_early","0","2",67.8750000000293,8.70000000000278,72.2499999999659,155.250000000392,195.500000000387
"2347","47","7","2","1","Inbred","LN","2022","BGEM-0006-S","BGEM_Tall_early","0","2",68.7250000000293,8.02500000000278,70.749999999966,151.000000000392,193.000000000387
"2195","45","4","2","1","Inbred","LN","2022","BGEM-0007-S","BGEM_Tall_early","0","1",72.7250000000293,7.10000000000278,74.9999999999659,188.000000000392,224.750000000387
"2003","3","1","2","1","Inbred","LN","2022","BGEM-0008-S","BGEM_Short_early","0","1",73.1807154050385,7.6258703242513,69.3383843604146,165.703690121999,203.145142789194
"2053","3","2","2","1","Inbred","LN","2022","BGEM-0010-S","BGEM_Short_early","0","2",72.3750000000293,9.17500000000278,59.9999999999659,150.250000000392,188.750000000387
"2092","42","2","2","1","Inbred","LN","2022","BGEM-0011-S","BGEM_Tall_late","0","2",79.8500000000293,8.50000000000278,60.7499999999659,164.750000000392,206.000000000387
"2071","21","2","2","1","Inbred","LN","2022","BGEM-0012-S","BGEM_Short_early","0","1",62.8000000000293,7.75000000000278,54.249999999966,127.250000000392,164.250000000387
"2069","19","2","2","1","Inbred","LN","2022","BGEM-0013-S","BGEM_Short_early","0","2",67.8000000000293,7.80000000000278,64.7499999999659,151.250000000392,189.250000000387
"2080","30","2","2","1","Inbred","LN","2022","BGEM-0014-S","BGEM_Tall_late","0","1",64.7750000000293,7.90000000000278,66.9999999999659,123.000000000392,156.250000000387
"2031","31","1","2","1","Inbred","LN","2022","BGEM-0015-S","BGEM_Tall_late","0","2",73.6750000000293,8.12500000000278,62.249999999966,171.250000000392,222.000000000387
"2331","31","7","2","1","Inbred","LN","2022","BGEM-0018-S","BGEM_Tall_early","0","1",75.0500000000293,8.17500000000278,62.2499999999659,163.000000000392,200.000000000387
"2178","28","4","2","1","Inbred","LN","2022","BGEM-0019-S","BGEM_Tall_late","0","2",73.7500000000293,9.17500000000278,87.999999999966,178.250000000392,212.750000000387
"2011","11","1","2","1","Inbred","LN","2022","BGEM-0020-S","BGEM_Short_early","0","1",85.4307154050385,9.57587032425131,68.3383843604146,155.203690121999,198.145142789194
"2183","33","4","2","1","Inbred","LN","2022","BGEM-0021-S","BGEM_Tall_late","0","2",75.5000000000292,7.55000000000278,64.7499999999659,168.000000000392,206.500000000387
"2258","8","6","2","1","Inbred","LN","2022","BGEM-0022-S","BGEM_Short_late","0","1",72.7807154050385,7.9258703242513,59.3383843604146,142.203690121999,179.145142789194
"2072","22","2","2","1","Inbred","LN","2022","BGEM-0023-S","BGEM_Short_early","0","1",73.6500000000293,8.85000000000278,59.9999999999659,146.500000000392,190.000000000387
"2068","18","2","2","1","Inbred","LN","2022","BGEM-0024-S","BGEM_Short_early","0","2",73.1000000000293,8.62500000000278,57.7499999999659,133.500000000392,177.000000000387
"2277","27","6","2","1","Inbred","LN","2022","BGEM-0025-S","BGEM_Tall_early","0","2",82.3500000000293,8.47500000000278,76.2499999999659,184.500000000392,231.500000000387
"2173","23","4","2","1","Inbred","LN","2022","BGEM-0026-S","BGEM_Short_late","0","2",65.4000000000293,9.10000000000278,47.9999999999659,109.250000000392,128.750000000387
"2100","50","2","2","1","Inbred","LN","2022","BGEM-0027-S","BGEM_Tall_late","0","1",70.5500000000293,9.62500000000278,70.4999999999659,169.750000000392,186.750000000387
"2259","9","6","2","1","Inbred","LN","2022","BGEM-0028-S","BGEM_Short_late","0","1",66.2250000000293,7.90000000000278,55.9999999999659,137.250000000392,177.000000000387
"2256","6","6","2","1","Inbred","LN","2022","BGEM-0029-S","BGEM_Short_late","0","1",64.3307154050385,7.6758703242513,44.3383843604146,117.703690121999,148.645142789194
"2104","4","3","2","1","Inbred","LN","2022","BGEM-0030-S","BGEM_Short_early","0","2",68.7750000000293,7.35000000000278,76.249999999966,134.000000000392,171.000000000387
"2326","26","7","2","1","Inbred","LN","2022","BGEM-0031-S","BGEM_Tall_early","0","2",69.9000000000293,7.55000000000278,70.4999999999659,158.250000000392,191.000000000387
"2013","13","1","2","1","Inbred","LN","2022","BGEM-0032-S","BGEM_Short_early","0","1",62.6500000000293,7.80000000000278,49.2499999999659,121.750000000392,164.000000000387
"2150","50","3","2","1","Inbred","LN","2022","BGEM-0033-S","BGEM_Tall_late","0","1",68.7500000000293,7.97500000000278,96.2499999999659,169.250000000392,211.250000000387
"2316","16","7","2","1","Inbred","LN","2022","BGEM-0034-S","BGEM_Short_late","0","1",65.8307154050385,8.4758703242513,52.8383843604146,137.203690121999,173.145142789194
"2208","8","5","2","1","Inbred","LN","2022","BGEM-0035-S","BGEM_Short_late",NA,NA,65.8807154050385,8.5258703242513,61.8383843604146,147.703690121999,190.645142789194
"2210","10","5","2","1","Inbred","LN","2022","BGEM-0036-S","BGEM_Short_late","0","1",62.0250000000293,7.50000000000278,61.9999999999659,126.750000000392,162.250000000387
"2061","11","2","2","1","Inbred","LN","2022","BGEM-0037-S","BGEM_Short_early","0","1",66.0750000000293,7.20000000000278,46.7499999999659,128.000000000392,168.750000000387
"2093","43","2","2","1","Inbred","LN","2022","BGEM-0038-N","BGEM_Tall_late","0","1",66.2750000000293,7.45000000000278,64.7499999999659,140.500000000392,179.750000000387
"2014","14","1","2","1","Inbred","LN","2022","BGEM-0039-N","BGEM_Short_early","0","1",66.3307154050385,7.3758703242513,71.3383843604146,151.703690121999,189.145142789194
"2109","9","3","2","1","Inbred","LN","2022","BGEM-0040-N","BGEM_Short_early","0","2",62.3307154050385,6.3758703242513,86.3383843604146,141.703690121999,181.145142789194
"2289","39","6","2","1","Inbred","LN","2022","BGEM-0041-S","BGEM_Tall_early","0","1",73.5500000000293,8.17500000000278,63.9999999999659,160.000000000392,203.500000000387
"2324","24","7","2","1","Inbred","LN","2022","BGEM-0042-S","BGEM_Short_late","0","1",75.2750000000293,7.12500000000278,54.2499999999659,128.000000000392,165.500000000387
"2045","45","1","2","1","Inbred","LN","2022","BGEM-0043-S","BGEM_Tall_late","0","2",82.4500000000292,9.57500000000278,74.7499999999659,182.250000000392,223.500000000387
"2345","45","7","2","1","Inbred","LN","2022","BGEM-0044-S","BGEM_Tall_early","0","2",73.3250000000293,9.55000000000278,82.9999999999659,166.250000000392,204.500000000387
