UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B315,BGEM-0249-N,1189.0,39.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.0440862192572,6.59052141969514,78.20258189374191,173.841251640339,208.504692908982
B001,BGEM-0001-N,2338.0,38.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,59.0475106241632,7.307437537146241,65.0517331408954,160.60588052679398,207.888098480976
B002,BGEM-0002-N,2339.0,39.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,,,59.34965390546571,6.64720066902368,62.8428691739185,155.985271704086,191.317630434591
B003,BGEM-0003-N,2136.0,36.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,79.4421821120837,6.54071085158456,80.73466730643099,172.267417079342,212.527829533964
B004,BGEM-0004-N,2273.0,23.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,54.2563814492231,7.30743753714625,72.34098423191901,139.043039354157,165.24676070828002
B005,BGEM-0005-N,2346.0,46.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,67.9391557596375,8.54271941944006,71.6783250418259,154.885126746298,194.85266361781999
B006,BGEM-0006-S,2347.0,47.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,68.67293229994371,7.9676744052688,70.3530066616398,151.14463388982,192.643267878302
B007,BGEM-0007-S,2195.0,45.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.12599837197259,7.1796497562193,74.1080754055004,183.70892464033298,220.70259377018
B008,BGEM-0008-S,2003.0,3.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,72.0311010788334,7.628436646096881,68.9499503305455,162.868902198964,200.445453718884
B009,BGEM-0010-S,2053.0,3.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,71.82385509067,8.94738072570873,60.8548916036394,150.484546915148,188.887295121122
B010,BGEM-0011-S,2092.0,42.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,78.276772312774,8.37233571153747,61.5175507937324,163.24622842548402,204.132125723795
B011,BGEM-0012-S,2071.0,21.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,63.5580781807509,7.73339680690273,55.7745044795926,130.241879691856,167.23521687384599
B012,BGEM-0013-S,2069.0,19.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.874410770787,7.77599273387839,65.0517331408954,151.364662881378,189.329174269025
B013,BGEM-0014-S,2080.0,30.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,65.2630295538151,7.861184587829679,67.0397107111745,126.501386835378,160.165150507389
B014,BGEM-0015-S,2031.0,31.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,72.94610156407941,8.0528662592201,62.8428691739185,168.966982205979,218.27225845671
B016,BGEM-0019-S,2178.0,28.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,73.0108465529299,8.94738072570873,85.59416803378001,175.12779396959,210.097494220494
B018,BGEM-0020-S,2011.0,11.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,81.334086354722,9.07540814526699,68.1585650519913,154.616960598988,196.486820510289
B019,BGEM-0021-S,2183.0,33.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,74.52156295944259,7.563013099000139,65.0517331408954,166.106605315732,204.574004871699
B021,BGEM-0023-S,2072.0,22.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,72.9245199011292,8.670507200367009,60.8548916036394,147.184112041785,189.99199299088102
B022,BGEM-0024-S,2068.0,18.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,72.4497233162253,8.47882552897659,58.8669140333602,135.742604480794,178.503135145388
B023,BGEM-0025-S,2277.0,27.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,80.43493860779199,8.35103774804965,75.21250738898891,180.62851875852797,226.66796226687802
B024,BGEM-0026-S,2173.0,23.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,65.80257112756959,8.88348683524526,50.2523445621505,114.399792299715,135.861797372692
B025,BGEM-0027-S,2100.0,50.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,70.2483936953068,9.33074406848957,70.1321202649421,167.64680825663402,187.119778529507
B026,BGEM-0028-S,2259.0,9.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.5147660049256,7.861184587829679,57.320709256476405,139.043039354157,178.503135145388
B027,BGEM-0030-S,2104.0,4.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.716095625844,7.39262939109754,75.21250738898891,136.182662463909,173.200585370545
B028,BGEM-0031-S,2326.0,26.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,69.6872704586021,7.563013099000139,70.1321202649421,157.525474644988,190.875751286688
B029,BGEM-0032-S,2013.0,13.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,63.42858820304979,7.77599273387838,51.356776545638894,125.401241877591,167.01427729989402
B030,BGEM-0033-S,2150.0,50.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,68.6945139628938,7.92507847829316,92.8834191248036,167.206750273519,208.77185677678298
B031,BGEM-0034-S,2316.0,16.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.4493099133002,8.2591678124018,55.8920932344003,140.470774999028,176.693654467317
B032,BGEM-0035-S,2208.0,8.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,,,66.4872812817732,8.29626964571385,63.0145607413886,148.722716599004,190.548870697397
B033,BGEM-0036-S,2210.0,10.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,62.8890466292953,7.52041717202449,62.62198277722079,129.801821708741,165.467700282232
B034,BGEM-0037-S,2061.0,11.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.3852760272245,7.264841610170599,49.147912578662,130.901966666529,171.212129204978
B035,BGEM-0038-N,2093.0,43.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,66.557929330826,7.47782124504884,65.0517331408954,141.903416244405,180.93347045885702
B036,BGEM-0039-N,2014.0,14.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.8290235980303,7.4429274795366105,70.5327208876541,151.866313398995,189.361280734819
B037,BGEM-0040-N,2109.0,9.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,63.7913141201892,6.70089081329553,82.4035000659679,144.007321399018,183.027467601068
B038,BGEM-0041-S,2289.0,39.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.8381932493285,8.09546218619575,64.3890739508023,159.065677585891,201.922729984277
B039,BGEM-0042-S,2324.0,24.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,74.327327992891,7.200947719707121,55.7745044795926,130.901966666529,168.339914743605
B040,BGEM-0043-S,2045.0,45.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,80.5212652595928,9.28814814151392,73.8871890088027,178.64825783451,219.59789590042098
B041,BGEM-0044-S,2345.0,45.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,72.64395828277691,9.266850178026099,81.17644009982641,164.566402374829,202.80648828008498
B042,BGEM-0045-N,2228.0,28.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,71.8886000795206,7.563013099000139,79.6302353229426,176.667996910493,216.062862717192
B043,BGEM-0046-N,2246.0,46.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,67.8959924337371,7.200947719707121,60.413118810244,153.56495279695298,191.53857000854302
B044,BGEM-0047-S,2007.0,7.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.1190525675307,7.861184587829679,47.8225941984759,141.683387252847,179.38689344119499
B045,BGEM-0048-S,2204.0,4.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,64.7450696430108,8.26584589409835,61.296664397034704,138.602981371042,176.514678979821
B046,BGEM-0049-S,2193.0,43.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,75.6653910958021,9.28814814151392,79.18846252954721,175.787880944263,214.07440655162603
B047,BGEM-0050-S,2108.0,8.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,73.9604397227379,8.1380581131714,60.413118810244,152.904865822281,196.178301061531
B048,BGEM-0051-S,2089.0,39.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,73.46406147488369,8.308441821074,73.4454162154074,168.526924222864,208.992796350735
B049,BGEM-0052-S,2134.0,34.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,68.34920735569101,6.349029180194139,64.8308467441977,142.563503219077,178.061255997484
B050,BGEM-0055-S,2117.0,17.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,69.06140223304689,7.35003346412189,57.98336844656939,139.043039354157,180.04971216305
B051,BGEM-0056-S,2086.0,36.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,70.7663536061112,8.45752756548877,57.320709256476405,155.545213720971,192.42232830435
B052,BGEM-0057-S,2186.0,36.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,71.2627318539653,8.64920923687919,59.7504596201509,130.461908683414,163.258304542714
B053,BGEM-0059-S,2306.0,6.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,68.5434423222426,7.1370538292436505,64.6099603475,137.06277843013902,173.421524944496
B054,BGEM-0060-S,2132.0,32.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,67.3780325229328,8.90478479873308,82.9435312734078,168.966982205979,212.30688996001203
B055,BGEM-0061-N,2143.0,43.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,58.81011233171121,8.3936336750253,76.75871216587271,166.766692290404,200.59709254056702
B056,BGEM-0062-N,2281.0,31.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,71.9965083942715,7.371331427609721,68.14414269466289,161.485996493024,200.818032114519
B057,BGEM-0063-N,2297.0,47.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,74.5431446223927,6.09345361834025,78.5258033394541,183.268866657218,228.656418432444
B058,BGEM-0064-N,2184.0,34.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,69.64410713270179,6.24253936275502,91.9998735380129,171.387301113112,184.247564068134
B059,BGEM-0065-N,2040.0,40.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,70.2483936953068,7.371331427609721,94.2087375049897,185.689185564351,218.93507717856602
B060,BGEM-0066-N,2112.0,12.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.083132745922,6.455518997633259,56.878936463081,121.440720029555,156.409177750208
B061,BGEM-0067-S,2216.0,16.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.8816542750787,7.882482551317509,56.658050066383296,143.883677168422,182.25910790256802
B062,BGEM-0068-S,2052.0,2.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,69.64410713270179,7.49911920853666,48.485253388569,133.322285573661,179.165953867243
B064,BGEM-0069-S,2044.0,44.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,74.5863079482931,8.75569905431831,74.9916209922912,173.36756203713,215.179104421385
B065,BGEM-0070-S,2127.0,27.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,71.7591101018195,8.64920923687919,70.7947794550352,158.625619602776,197.28299893128997
B066,BGEM-0071-S,2206.0,6.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,54.644851382326294,6.75369048646281,57.0998228597787,117.040140198405,149.118171809799
B067,BGEM-0072-S,2179.0,29.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,69.27721886254871,8.09546218619575,57.541595653174106,146.083967083998,194.85266361781999
B068,BGEM-0073-S,2202.0,2.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,62.272459381268604,7.665538479408929,58.266249070063104,125.145740599071,166.40120812497102
B071,BGEM-0077-S,2063.0,13.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.9175740966873,6.987968084828879,49.5896853720574,144.763793134652,184.247564068134
B072,BGEM-0078-N,2231.0,31.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,68.11180906323901,6.47681696112109,61.9593235871278,160.825909518351,190.875751286688
B073,BGEM-0079-S,2023.0,23.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,71.349058505766,8.28714385758617,57.0998228597787,154.225039771626,195.073603191772
B074,BGEM-0080-S,2015.0,15.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,67.72333913013571,8.09546218619575,58.4251412399648,156.425329687201,193.96890532201303
B075,BGEM-0081-S,2333.0,33.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,73.3129898342325,8.41493163851312,76.09605297577959,172.927504054015,212.527829533964
B076,BGEM-0082-S,2020.0,20.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.3060440297906,8.69180516385484,39.870683917359294,117.92025616463499,151.327567549317
B077,BGEM-0083-S,2161.0,11.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,73.55038812668451,7.882482551317509,66.8188243144768,152.46480783916599,189.108234695074
B078,BGEM-0085-N,2064.0,14.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.73058263442739,6.6472006690236904,67.9232562979653,146.74405405866997,179.60783301514599
B079,BGEM-0086-N,2243.0,43.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,62.7811383145444,6.8175843769262805,78.3049169427564,157.745503636546,195.957361487579
B080,BGEM-0087-N,2144.0,44.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,67.637012478335,7.47782124504884,83.82707686019859,174.467706994917,212.30688996001203
B081,BGEM-0088-N,2220.0,20.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,73.8741130709372,7.98897236875663,67.0397107111745,142.34347422751998,174.305283240303
B082,BGEM-0089-N,2214.0,14.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,68.34933246283781,7.25718911191556,53.32154485806971,129.431011296901,160.524414137116
B083,BGEM-0090-N,2315.0,15.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,67.6154308153848,7.07315993878017,56.4371636696856,140.803271286617,180.49159131095402
B085,BGEM-0095-S,2123.0,23.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.25578604952341,7.98897236875663,59.0878004300579,128.261618767839,159.944210933437
B086,BGEM-0097-S,2318.0,18.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,65.2846112167653,8.26584589409835,46.718162214987494,127.38150280160801,160.607029655292
B087,BGEM-0099-S,2025.0,25.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.6154308153848,7.83988662434186,66.8188243144768,139.70312632883002,177.61937684958
B090,BGEM-0107-N,2223.0,23.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,65.3061928797155,8.52142145595224,65.9352787276861,154.665097754741,189.108234695074
B091,BGEM-0108-S,2308.0,8.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,71.0253335615133,7.71209884341491,60.8548916036394,140.803271286617,178.724074719339
B092,BGEM-0110-N,2298.0,48.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,67.0974709045805,6.32773121670632,53.56564051261579,159.505735569006,196.178301061531
B093,BGEM-0111-S,2107.0,7.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,64.0976197545054,6.391625107169791,50.9150037522435,141.683387252847,185.131322363941
B094,BGEM-0112-S,2074.0,24.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,67.8528291078368,6.774988449950629,61.7384371904301,148.50428599113002,194.189844895965
B095,BGEM-0113-S,2004.0,4.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.9823190855379,6.94537215785323,61.296664397034704,155.105155737856,194.85266361781999
B096,BGEM-0114-S,2021.0,21.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,69.3419638513992,7.690800879927091,55.5536180828949,144.10370615998002,183.363805772327
B097,BGEM-0115-S,2160.0,10.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,65.004049598413,7.05186197529235,60.19223241354629,147.184112041785,191.09669086064
B098,BGEM-0116-S,2154.0,4.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,62.522158359142196,6.8175843769262805,59.0878004300579,144.543764143095,184.46850364208598
B099,BGEM-0117-S,2062.0,12.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,64.87455962071189,7.030564011804531,52.682094925825005,143.443619185307,183.142866198375
B100,BGEM-0118-S,2012.0,12.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,65.5220095092173,6.881478267389751,53.7865269093134,148.064228008015,192.201388730399
B102,BGEM-0122-N,2236.0,36.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,63.773894810252706,7.030564011804531,63.06375557061621,147.404141033343,182.92192662442298
B103,BGEM-0123-N,2060.0,10.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,59.7597055015191,7.2222456831949495,62.1802099838254,136.622720447024,167.898035595701
B104,BGEM-0124-N,2141.0,41.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,66.3636943642743,7.307437537146241,72.1200978352213,174.027649011802,216.946621012999
B105,BGEM-0125-N,2197.0,47.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,61.55098352638411,7.98897236875663,74.3289618021981,154.665097754741,190.654811712736
B107,BGEM-0129-N,2110.0,10.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.6442559826267,8.35103774804965,64.1681875541046,132.002111624316,168.560854317557
B109,BGEM-0131-N,2135.0,35.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,64.52925301350899,7.58431106248796,63.5055283640116,142.563503219077,175.851860257966
B110,BGEM-0133-S,2348.0,48.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,69.9030870881039,7.946376441780981,65.49350593429071,148.944343974245,186.898838955556
B111,BGEM-0134-S,2096.0,46.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,71.2843135169155,9.28814814151392,87.5821456040592,182.168721699431,222.249170787842
B112,BGEM-0136-S,2009.0,9.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,60.791576010821,8.147862312465639,61.827482823557204,126.32458939906701,162.442574916377
B113,BGEM-0137-S,2103.0,3.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.0254824114382,8.50012349246442,55.995390876290294,144.763793134652,185.794141085797
B114,BGEM-0138-S,2247.0,47.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,69.4714538291003,7.45652328156102,73.00364342201199,158.625619602776,201.922729984277
B115,BGEM-0140-N,2005.0,5.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,1.0,1.25,67.399614185883,7.200947719707121,57.541595653174106,143.443619185307,188.445415973218
B117,BGEM-0143-N,2291.0,41.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,70.507373650709,7.243543646682769,73.00364342201199,152.244778847608,190.43387213878398
B118,BGEM-0144-N,2189.0,39.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,60.342410401174,7.626906989463611,79.18846252954721,158.185561619661,198.608636375001
B119,BGEM-0145-N,2234.0,34.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,65.8673161164202,6.37032714368197,58.6460276366625,134.202401539892,164.804881560376
B120,BGEM-0146-N,2239.0,39.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,66.557929330826,6.37032714368197,73.6663026121051,183.048837665661,223.35386865760103
B121,BGEM-0147-S,2299.0,49.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.38497832737471,8.840890908269609,70.5738930583375,165.00646035794398,201.03897168847
B122,BGEM-0148-S,2227.0,27.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,73.22666318243171,7.73339680690273,54.228299702708796,154.885126746298,193.96890532201303
B123,BGEM-0149-S,2158.0,8.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,68.91744886404621,8.815695312082608,60.24471226644871,146.365018999011,185.40264752622502
